site_id;nature;nom_prodcartofriches;site_id_ok;TEST
17306_17355;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17306_17355;OK
17449_17795;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17449_17795;OK
17299_1439;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_1439;OK
17200_3334;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17200_3334;OK
17300_9537;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_9537;OK
17299_17793;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_17793;OK
17300_17847;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_17847;OK
17483_17854;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17483_17854;OK
17300_20613;fond friche;Appel à projet Fonds Friches;17300_20613;OK
17299_17797;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_17797;OK
21166_9566;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;21166_9566;OK
17125_3420;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17125_3420;OK
17483_3429;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17483_3429;OK
17094_17879;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17094_17879;OK
17028_6844;fond friche;Appel à projet Fonds Friches;17028_6844;OK
17300_16251;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_16251;OK
17059_7078;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17059_7078;OK
17299_9808;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_9808;OK
17300_9969;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_9969;OK
17391_13313;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17391_13313;OK
17300_15262;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_15262;OK
17300_17768;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_17768;OK
17241_20374;fond friche;Appel à projet Fonds Friches;17241_20374;OK
17434_23068;retour utilisateur;Contribution utilisateur;17434_23068;OK
17010_1121;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17010_1121;OK
17300_6384;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_6384;OK
17486_6969;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17486_6969;OK
17300_9536;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_9536;OK
17142_10674;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;17142_10674;OK
17045_17552;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17045_17552;OK
17415_6332;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;17415_6332;OK
17300_6873;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_6873;OK
17303_7345;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;17303_7345;OK
17300_11922;fond friche;Appel à projet Fonds Friches;17300_11922;OK
17415_12993;fond friche;Appel à projet Fonds Friches;17415_12993;OK
17449_13043;fond friche;Appel à projet Fonds Friches;17449_13043;OK
22047_8120;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22047_8120;OK
17449_17789;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17449_17789;OK
17028_17908;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17028_17908;OK
17449_5150;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17449_5150;OK
17300_6050;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_6050;OK
17218_8596;fond friche;Appel à projet Fonds Friches;17218_8596;OK
17299_9214;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_9214;OK
17300_11257;fond friche;Appel à projet Fonds Friches;17300_11257;OK
17300_15257;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_15257;OK
17142_15296;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17142_15296;OK
17300_17946;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_17946;OK
17028_1047;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17028_1047;OK
17299_3419;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_3419;OK
17028_3435;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17028_3435;OK
17028_3437;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17028_3437;OK
17059_6846;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;17059_6846;OK
17228_13039;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;17228_13039;OK
17274_15252;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17274_15252;OK
17306_17431;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17306_17431;OK
22046_19665;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22046_19665;OK
17299_13750;fond friche;Appel à projet Fonds Friches;17299_13750;OK
17072_17613;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17072_17613;OK
17300_17947;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_17947;OK
17168_1445;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;17168_1445;OK
17300_1924;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_1924;OK
17299_21572;fond friche;Appel à projet Fonds Friches;17299_21572;OK
17300_7066;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_7066;OK
17228_10881;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;17228_10881;OK
17202_12266;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;17202_12266;OK
17300_15254;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_15254;OK
17300_15260;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_15260;OK
17028_17911;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17028_17911;OK
17142_17940;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17142_17940;OK
17119_8917;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17119_8917;OK
17300_10593;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;17300_10593;OK
17200_11721;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;17200_11721;OK
17299_20210;fond friche;Appel à projet Fonds Friches;17299_20210;OK
17421_13052;fond friche;Appel à projet Fonds Friches;17421_13052;OK
17306_17443;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17306_17443;OK
17010_17896;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17010_17896;OK
17264_17955;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17264_17955;OK
18197_9004;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18197_9004;OK
17299_3418;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_3418;OK
17274_4213;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17274_4213;OK
17349_6372;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;17349_6372;OK
17008_6879;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17008_6879;OK
17300_11927;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;17300_11927;OK
17010_17893;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17010_17893;OK
21231_13953;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;21231_13953;OK
17065_20897;fond friche;Appel à projet Fonds Friches;17065_20897;OK
17415_21681;fond friche;Appel à projet Fonds Friches;17415_21681;OK
17285_5549;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17285_5549;OK
17168_9784;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17168_9784;OK
17300_6369;fond friche;Appel à projet Fonds Friches;17300_6369;OK
17028_6660;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17028_6660;OK
17299_6858;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_6858;OK
62215_8389;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;62215_8389;OK
17299_17653;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_17653;OK
17299_17781;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_17781;OK
17028_17915;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17028_17915;OK
17028_17916;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17028_17916;OK
17028_17918;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17028_17918;OK
17300_22115;fond friche;Appel à projet Fonds Friches;17300_22115;OK
17028_1954;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17028_1954;OK
17059_9833;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17059_9833;OK
17447_11925;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;17447_11925;OK
17299_17794;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_17794;OK
17094_17878;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17094_17878;OK
17028_17914;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17028_17914;OK
17300_17935;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_17935;OK
17300_9968;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_9968;OK
18205_6926;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18205_6926;OK
17003_11924;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;17003_11924;OK
17306_17442;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17306_17442;OK
17299_17790;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_17790;OK
18137_6910;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18137_6910;OK
17434_22110;fond friche;Appel à projet Fonds Friches;17434_22110;OK
18033_5730;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18033_5730;OK
18213_18445;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18213_18445;OK
18199_5864;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18199_5864;OK
18033_10652;MTE;Friche étude Ademe 2021;18033_10652;OK
18270_12127;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;18270_12127;OK
18050_18409;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18050_18409;OK
18033_4840;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18033_4840;OK
18218_10738;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;18218_10738;OK
18122_12756;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;18122_12756;OK
18133_1963;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18133_1963;OK
18133_18344;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18133_18344;OK
18033_948;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18033_948;OK
18207_5633;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18207_5633;OK
18050_12115;fond friche;Appel à projet Fonds Friches;18050_12115;OK
18050_13907;MTE;Friche étude Ademe 2021;18050_13907;OK
18205_8527;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;18205_8527;OK
18207_12126;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;18207_12126;OK
18265_3540;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18265_3540;OK
18033_5729;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18033_5729;OK
18033_21032;fond friche;Appel à projet Fonds Friches;18033_21032;OK
18033_4454;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18033_4454;OK
18110_11431;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;18110_11431;OK
18197_21330;fond friche;Appel à projet Fonds Friches;18197_21330;OK
18033_21865;fond friche;Appel à projet Fonds Friches;18033_21865;OK
18220_5019;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18220_5019;OK
18218_11566;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;18218_11566;OK
18055_11973;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;18055_11973;OK
18137_18299;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18137_18299;OK
18282_10575;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;18282_10575;OK
18033_18419;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18033_18419;OK
18242_11429;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;18242_11429;OK
18133_3489;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18133_3489;OK
18213_12293;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;18213_12293;OK
18015_12023;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;18015_12023;OK
18115_18681;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18115_18681;OK
19143_3305;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19143_3305;OK
18213_1773;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;18213_1773;OK
18033_6922;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18033_6922;OK
18205_3555;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18205_3555;OK
18033_8532;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;18033_8532;OK
18138_6061;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18138_6061;OK
18115_15293;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18115_15293;OK
18033_18447;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18033_18447;OK
18255_18382;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;18255_18382;OK
18033_20304;fond friche;Appel à projet Fonds Friches;18033_20304;OK
19125_6698;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19125_6698;OK
19147_8727;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19147_8727;OK
19143_9466;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19143_9466;OK
19269_17369;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19269_17369;OK
19153_8788;fond friche;Appel à projet Fonds Friches;19153_8788;OK
19035_17116;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19035_17116;OK
22232_14236;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22232_14236;OK
19276_17240;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19276_17240;OK
19031_3232;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19031_3232;OK
19272_17093;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19272_17093;OK
19148_17211;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19148_17211;OK
19272_20767;fond friche;Appel à projet Fonds Friches;19272_20767;OK
19272_5681;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19272_5681;OK
19229_8736;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19229_8736;OK
19129_9714;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;19129_9714;OK
19155_9944;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19155_9944;OK
19211_17023;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19211_17023;OK
19078_17106;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19078_17106;OK
19109_17137;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19109_17137;OK
19272_148;fond friche;Appel à projet Fonds Friches;19272_148;OK
19211_7381;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19211_7381;OK
19031_8667;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;19031_8667;OK
19211_17030;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19211_17030;OK
19148_17214;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19148_17214;OK
19136_17340;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19136_17340;OK
